"ID","OFFICECODE","OFFICENAME","OFFICETYPEID","EMAIL","MOBILENO","TELEPHONENUMBER","WEBADDRESS","ISACTIVE","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","DELETEDBY","ISDELETED","PROFESSIONALTAX","DELETEDDATE","PARENTOFFICEID","DICOFFICETYPEID","BANKNAME","BANKACCOUNTNO","IFSCCODE","BRANCHNAME"
1025,"2257","KENDRIYA VIDYALAYA LALITPUR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1026,"2387","KENDRIYA VIDYALAYA BAOLI BAGHPAT",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1027,"2389","KENDRIYA VIDYALAYA SURAJPUR",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1028,"2417","KENDRIYA VIDYALAYA RAILWAY IDGAH AGRA",,"","","","",1,,"",,"","",0,"",,1771,6,"","","",""
1029,"1350","KENDRIYA VIDYALAYA (AFS) BAREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1030,"1351","KENDRIYA VIDYALAYA (ASC)BAREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1031,"1352","KENDRIYA VIDYALAYA (JRC) BAREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1032,"1353","KENDRIYA VIDYALAYA (IFFCO) AONLA BAREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1033,"1354","KENDRIYA VIDYALAYA (NER) IZZAT NAGAR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1034,"1355","KENDRIYA VIDYALAYA (IVRI) IZZAT NAGAR BAREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1035,"1396","KENDRIYA VIDYALAYA NO.1 SHAHJAHANPUR CANTT",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1036,"1397","KENDRIYA VIDYALAYA (OCF) NO.II SHAHJAHANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1037,"1717","KENDRIYA VIDYALAYA AFS BAKSHI KA TALAB",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1038,"1718","KENDRIYA VIDYALAYA BALRAMPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1039,"1719","KENDRIYA VIDYALAYA BARABANKI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1040,"1722","KENDRIYA VIDYALAYA (NTPC) DIBYAPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1041,"1723","KENDRIYA VIDYALAYA FAIZABAD CANTT",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1042,"1724","KENDRIYA VIDYALAYA FATEH GARH",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1043,"1727","KENDRIYA VIDYALAYA (BHEL) JAGDISHPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1044,"1731","KENDRIYA VIDYALAYA (IIT) KANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1045,"1732","KENDRIYA VIDYALAYA KANPUR CANTT",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1046,"1733","KENDRIYA VIDYALAYA NO.I ARMAPUR KANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1047,"1734","KENDRIYA VIDYALAYA NO.II ARMAPUR KANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1048,"1735","KENDRIYA VIDYALAYA NO.I CHAKERI KANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1049,"1736","KENDRIYA VIDYALAYA NO.II CHAKERI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1050,"1737","KENDRIYA VIDYALAYA NO.III CHAKERI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1051,"1738","KENDRIYA VIDYALAYA OEF Taigoar Road KANPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1052,"1739","KENDRIYA VIDYALAYA KANPUR RAKSHAVIHAR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1053,"1740","KENDRIYA VIDYALAYA (AMC) LUCKNOW",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1054,"1741","KENDRIYA VIDYALAYA IIM CAMPUS",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1055,"1742","KENDRIYA VIDYALAYA RDSO LUCKNOW",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1056,"1743","KENDRIYA VIDYALAYA SGPGI LUCKNOW",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1057,"1744","KENDRIYA VIDYALAYA ALIGANJ",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1058,"1745","KENDRIYA VIDYALAYA LUCKNOW CANTT",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1059,"1746","KENDRIYA VIDYALAYA Gomtinagar",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1060,"1747","KENDRIYA VIDYALAYA CRPF (BIJNOUR)",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1061,"1748","KENDRIYA VIDYALAYA (AFS) MEMAURA",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1062,"1754","KENDRIYA VIDYALAYA RAE BARELI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1063,"1755","KENDRIYA VIDYALAYA SITAPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1064,"1757","KENDRIYA VIDYALAYA UNNAO",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1065,"2083","KENDRIYA VIDYALAYA BADAUN",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1066,"2105","KENDRIYA VIDYALAYA MATI AKABARPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1067,"2122","KENDRIYA VIDYALAYA PILIBHIT",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1068,"2143","KENDRIYA VIDYALAYA LAKHIMPUR KHERI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1069,"2283","KENDRIYA VIDYALAYA SHIVGARH RAEBARELI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1070,"2290","KENDRIYA VIDYALAYA HARDOI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1071,"2312","KENDRIYA VIDYALAYA SHRAWASTI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1072,"2367","KENDRIYA VIDYALAYA M.C.F. RAEBREILLY",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1073,"2420","KENDRIYA VIDYALAYA SSB CAMPUS GADANIA PALIA KALAN",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1074,"2425","KENDRIYA VIDYALAYA 59 BN SSB NANPARA BAHRAICH",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1075,"2428","KENDRIYA VIDYALAYA MADHUPURI",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1076,"2429","KENDRIYA VIDYALAYA SUMERPUR",,"","","","",1,,"",,"","",0,"",,1788,6,"","","",""
1077,"1708","KENDRIYA VIDYALAYA AFS BAMRAULI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1078,"1709","KENDRIYA VIDYALAYA COD CHHEOKI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1079,"1710","KENDRIYA VIDYALAYA MANAURI ALLAHABAD",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1080,"1711","KENDRIYA VIDYALAYA NAINI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1081,"1712","KENDRIYA VIDYALAYA NEW CANTT ALLAHABAD",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1082,"1713","KENDRIYA VIDYALAYA OLD CANTT ALLAHABAD",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1083,"1714","KENDRIYA VIDYALAYA IIIT ALLAHABAD",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1084,"1715","KENDRIYA VIDYALAYA AMHAT SULTANPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1085,"1720","KENDRIYA VIDYALAYA BASTI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1086,"1725","KENDRIYA VIDYALAYA GONDA",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1087,"1749","KENDRIYA VIDYALAYA (ITI) MANKAPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1088,"1753","KENDRIYA VIDYALAYA (IFFCO)PHULPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1089,"1811","KENDRIYA VIDYALAYA.AZAMGARH",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1090,"1812","KENDRIYA VIDYALAYA BALLIYA",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1091,"1818","KENDRIYA VIDYALAYA CHOPAN",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1092,"1820","KENDRIYA VIDYALAYA DEORIA",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1093,"1823","KENDRIYA VIDYALAYA GHAZIPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1094,"1824","KENDRIYA VIDYALAYA No.I GORAKHPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1095,"1825","KENDRIYA VIDYALAYA NO. II GORAKHPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1096,"1834","KENDRIYA VIDYALAYA MAU",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1097,"1838","KENDRIYA VIDYALAYA MUGHAL SARAI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1098,"1845","KENDRIYA VIDYALAYA (NTPC) RIHAND NAGAR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1099,"1848","KENDRIYA VIDYALAYA NTPC SHAKTINAGAR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1100,"1850","KENDRIYA VIDYALAYA (BHU)VARANASI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1101,"1851","KENDRIYA VIDYALAYA (DLW) VARANASI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1102,"1852","KENDRIYA VIDYALAYA VARANASI CANTT",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1103,"1853","KENDRIYA VIDYALAYA NO.IV VARANASI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1104,"2391","KENDRIYA VIDYALAYA KAUHAR AMETHI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1105,"2185","KENDRIYA VIDYALAYA CRPF ALLAHABAD",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1106,"2245","KENDRIYA VIDYALAYA CHERO SALEMPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1107,"2255","KENDRIYA VIDYALAYA CHITRAKOOT",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1108,"2285","KENDRIYA VIDYALAYA GANGRANI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1109,"2323","KENDRIYA VIDYALAYA SIDHARTH NAGAR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1110,"2393","KENDRIYA VIDYALAYA BHADOHI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1111,"2394","KENDRIYA VIDYALAYA MIRZAPUR",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1112,"2395","KENDRIYA VIDYALAYA AAYER VARANASI",,"","","","",1,,"",,"","",0,"",,1795,6,"","","",""
1113,"1347","KENDRIYA VIDYALAYA ALMORA",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1114,"1348","KENDRIYA VIDYALAYA NO.I BANBASA CANTT",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1115,"1349","KENDRIYA VIDYALAYA NHPC NO.II BANBASA",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1116,"1356","KENDRIYA VIDYALAYA BHIMTAL",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1117,"1358","KENDRIYA VIDYALAYA FRI DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1118,"1359","KENDRIYA VIDYALAYA IIP DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1119,"1360","KENDRIYA VIDYALAYA IMA DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1120,"1361","KENDRIYA VIDYALAYA ITBP DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1121,"1362","KENDRIYA VIDYALAYA DEHRADUN OLF",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1122,"1363","KENDRIYA VIDYALAYA ONGC DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1123,"1364","KENDRIYA VIDYALAYA BIRPUR DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1124,"1365","KENDRIYA VIDYALAYA DEHRADUN CANTT UPPER CAMP",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1125,"1367","KENDRIYA VIDYALAYA HBK NO.I DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1126,"1368","KENDRIYA VIDYALAYA HBK NO.II DEHRADUN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1127,"1369","KENDRIYA VIDYALAYA OEF DEHRADUN RAIPUR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1128,"1370","KENDRIYA VIDYALAYA NHPC DHARCHULA",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1129,"1371","KENDRIYA VIDYALAYA ITBP GAUCHAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1130,"1372","KENDRIYA VIDYALAYA SSB GWALDHAM",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1131,"1373","KENDRIYA VIDYALAYA HALDWANI CANTT",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1132,"1374","KENDRIYA VIDYALAYA BHEL HARDWAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1133,"1375","KENDRIYA VIDYALAYA ITBP JOSHIMATH",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1134,"1376","KENDRIYA VIDYALAYA KASHIPUR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1135,"1377","KENDRIYA VIDYALAYA KASAUNI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1136,"1378","KENDRIYA VIDYALAYA LANSDOWNE",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1137,"1383","KENDRIYA VIDYALAYA (IVRI) MUKTESHWAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1138,"1384","KENDRIYA VIDYALAYA MUSSOORIE",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1139,"1386","KENDRIYA VIDYALAYA NEW TEHRI TOWN",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1140,"1387","KENDRIYA VIDYALAYA PAURI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1141,"1388","KENDRIYA VIDYALAYA PITHORAGARH",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1142,"1389","KENDRIYA VIDYALAYA RAIWALA",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1143,"1391","KENDRIYA VIDYALAYA RANIKHET",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1144,"1392","KENDRIYA VIDYALAYA RISHIKESH",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1145,"1393","KENDRIYA VIDYALAYA No.I ROORKEE",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1146,"1394","KENDRIYA VIDYALAYA No. II ROORKEE",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1147,"1398","KENDRIYA VIDYALAYA (SSB) SRINAGAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1148,"1399","KENDRIYA VIDYALAYA UTTARKASHI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1149,"1927","KENDRIYA VIDYALAYA AUGUSTYAMUNI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1150,"1928","KENDRIYA VIDYALAYA LOHAGHAT",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1151,"1929","KENDRIYA VIDYALAYA ITBP MIRTHI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1152,"1930","KENDRIYA VIDYALAYA RAJGARHI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1153,"1944","KENDRIYA VIDYALAYA SOURKHAND. TEHRI",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1154,"2133","KENDRIYA VIDYALAYA GOPESHWAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1155,"2204","KENDRIYA VIDYALAYA BAGESHWAR",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1156,"2392","KENDRIYA VIDYALAYA KHATIMA",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1157,"2427","KENDRIYA VIDYALAYA 5TH BN SSB CHAMPAWAT",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1158,"1235","KENDRIYA VIDYALAYA ADRA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1159,"1236","KENDRIYA VIDYALAYA ALIPURDUAR JN.",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1160,"1237","KENDRIYA VIDYALAYA ANDAL",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1161,"1238","KENDRIYA VIDYALAYA ASANSOL",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1162,"1239","KENDRIYA VIDYALAYA BAGDOGRA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1163,"1240","KENDRIYA VIDYALAYA BENGDUBI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1164,"1241","KENDRIYA VIDYALAYA BERHAMPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1165,"1242","KENDRIYA VIDYALAYA NO.I BINNAGURI CANTT",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1166,"1243","KENDRIYA VIDYALAYA NO.II BINNAGURI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1167,"1244","KENDRIYA VIDYALAYA BURDWAN",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1168,"1246","KENDRIYA VIDYALAYA (CLW) CHITTARANJAN",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1169,"1247","KENDRIYA VIDYALAYA COOCH BEHAR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1170,"1248","KENDRIYA VIDYALAYA (CMERI) DURGAPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1171,"1249","KENDRIYA VIDYALAYA (CRPF) DURGAPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1172,"1250","KENDRIYA VIDYALAYA (NTPC) FARAKKA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1173,"1251","KENDRIYA VIDYALAYA (NHPC) MALDA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1174,"1253","KENDRIYA VIDYALAYA GOVINDPUR (BSF)",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1175,"1254","KENDRIYA VIDYALAYA (IOC) HALDIA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1176,"1255","KENDRIYA VIDYALAYA HASIMARA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1177,"1256","KENDRIYA VIDYALAYA KALIMPONG (DURBIN)",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1178,"1257","KENDRIYA VIDYALAYA (SUKNA) KHAPRAIL",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1179,"1258","KENDRIYA VIDYALAYA NO. I KALAIKUNDA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1180,"1259","KENDRIYA VIDYALAYA NO. II KALAIKUNDA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1181,"1260","KENDRIYA VIDYALAYA (IIT) NO.I KHARAGPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1182,"1261","KENDRIYA VIDYALAYA (RLY) NO.II KHARAGPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1183,"1262","KENDRIYA VIDYALAYA BAMANGACHI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1184,"1263","KENDRIYA VIDYALAYA (AFS) BARRACKPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1185,"1264","KENDRIYA VIDYALAYA (ARMY) BARRACKPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1186,"1265","KENDRIYA VIDYALAYA COSSIPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1187,"1266","KENDRIYA VIDYALAYA BALIGUNGE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1188,"1267","KENDRIYA VIDYALAYA ALIPORE (COMMAND HOSPITAL)",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1189,"1268","KENDRIYA VIDYALAYA (OF) DUM-DUM",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1190,"1269","KENDRIYA VIDYALAYA FORT WILLIAM",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1191,"1270","KENDRIYA VIDYALAYA GARDEN REACH",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1192,"1271","KENDRIYA VIDYALAYA IIM JOKA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1193,"1272","KENDRIYA VIDYALAYA NO.I SALT LAKE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1194,"1273","KENDRIYA VIDYALAYA NO.II SALT LAKE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1195,"1274","KENDRIYA VIDYALAYA SANTRAGACHI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1196,"1275","KENDRIYA VIDYALAYA NO.I ISHAPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1197,"1276","KENDRIYA VIDYALAYA NO.II ISHAPORE",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1198,"1277","KENDRIYA VIDYALAYA NO.I KANCHRAPARA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1199,"1278","KENDRIYA VIDYALAYA NO.II KANCHRAPARA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1200,"1279","KENDRIYA VIDYALAYA KANKINARA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1201,"1282","KENDRIYA VIDYALAYA PANAGARH",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1202,"1285","KENDRIYA VIDYALAYA RBNM SALBONI",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1203,"1286","KENDRIYA VIDYALAYA (AFS) SALUA",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1204,"1287","KENDRIYA VIDYALAYA SEVOKE ROAD",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1205,"2082","KENDRIYA VIDYALAYA DAKSHIN DINAJPUR",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1206,"2086","KENDRIYA VIDYALAYA BIRBHUM",,"","","","",1,,"",,"","",0,"",,1787,6,"","","",""
1207,"2246","KENDRIYA VIDYALAYA KRISHNARAJAPURAM",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1208,"2284","KENDRIYA VIDYALAYA CHAMRAJ NAGAR",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1209,"2299","KENDRIYA VIDYALAYA HAVERI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1210,"2300","KENDRIYA VIDYALAYA MANDYA",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1211,"2301","KENDRIYA VIDYALAYA CHIKODI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1212,"2306","KENDRIYA VIDYALAYA UDUPI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1213,"2314","KENDRIYA VIDYALAYA HUTTI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1214,"2342","KENDRIYA VIDYALAYA KADRIMIDRI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1215,"2354","KENDRIYA VIDYALAYA CHANNAPATNA",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1216,"2377","KENDRIYA VIDYALAYA GANGAVATHI",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1217,"2381","KENDRIYA VIDYALAYA BRBNMPL MYSURU",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1218,"2385","KENDRIYA VIDYALAYA GAURIBIDANUR",,"","","","",1,,"",,"","",0,"",,1773,6,"","","",""
1219,"2277","KENDRIYA VIDYALAYA CHAURAI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1220,"1063","KENDRIYA VIDYALAYA KANNUR",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1221,"1064","CANNANORE NO.II (KELTRON NAGAR)",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1222,"1077","KENDRIYA VIDYALAYA KALPETTA",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1223,"1078","KENDRIYA VIDYALAYA CPCRI NO. I KASRAGOD",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1224,"1079","KENDRIYA VIDYALAYA NO.II KASRAGOD",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1225,"1084","KENDRIYA VIDYALAYA PAYYANUR",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1226,"1758","KENDRIYA VIDYALAYA ADOOR",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1227,"1764","KENDRIYA VIDYALAYA NO. I CALICUT",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1228,"1765","KENDRIYA VIDYALAYA NO II CALICUT",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1229,"1780","KENDRIYA VIDYALAYA (NAD) ALWAYE",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1230,"1781","KENDRIYA VIDYALAYA NAVAL BASE NO.I COCHIN",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1231,"1782","KENDRIYA VIDYALAYA NO. II COCHIN",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1232,"1783","KENDRIYA VIDYALAYA NO. III COCHIN",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1233,"1784","KENDRIYA VIDYALAYA INS DRONACHARYA NO.IV COCHIN",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1234,"1785","KENDRIYA VIDYALAYA ERNAKULAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1235,"1792","KENDRIYA VIDYALAYA NTPC KAYAMKULAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1236,"1793","KENDRIYA VIDYALAYA RUBBER BOARD KOTTAYAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1237,"1795","KENDRIYA VIDYALAYA MALLAPURAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1238,"1797","KENDRIYA VIDYALAYA PALLA PURAM OTTAPALAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
